id,age,income,tenure9,district
30415,3,5,14.33,1200
30416,1,,1.66,1200
30417,5,1,10.08,1200
30418,5,9,12.25,1200
30419,4,8,11.66,1200
30420,,,30.08,1200
30421,6,4,0.5,1100
30422,1,5,4.08,1200
30423,3,8,1.66,1200
30424,2,7,4,1200
30425,3,6,3.66,1200
30426,2,5,6.41,1200
30427,5,6,28.33,1200
30428,3,5,7.25,1100
30429,,,1.41,1300
30430,4,9,16,1200
30431,,,5.5,1200
30432,,,3.58,1200
30433,3,3,6.5,1200
30434,,,0.58,1200
30435,6,6,14.66,1300
30436,,,5.58,1200
30437,,,4.91,1300
30438,4,5,10.41,1200
30439,5,9,19.41,1200
30440,,,7.16,1200
30441,,,15.91,1200
30442,3,4,0.83,1300
30443,5,9,13.33,1200
30444,6,9,4,1200
30445,4,5,7.41,1200
30446,2,3,3.91,1200
30447,,,6.25,1100
30448,,,5.91,1200
30449,,,2.83,1300
30450,,,2.41,1200
30451,,,31.25,1200
30452,,,6.33,1100
30453,,,28.91,1200
30454,7,5,21.16,1300
30455,6,1,23.41,1200
30456,5,6,2.91,1200
30457,7,1,30.75,1100
30458,4,9,13.33,1200
30459,3,9,8.08,1200
30460,4,2,2,1200
30461,7,8,8.91,1200
30462,4,9,4,1200
30463,,,0.58,1200
30464,4,6,5.33,1200
30465,,,19.41,1300
30466,3,4,1.41,1100
30467,7,3,20.08,1300
30468,2,6,6.16,1200
30469,3,8,13.58,1200
30470,,,5.75,1200
30471,3,8,3.75,1200
30472,2,6,0.66,1200
30473,,,11.5,1200
30474,5,5,16.08,1200
30475,3,1,3.41,1200
30476,,,4.91,1200
30477,2,4,5.33,1200
30478,4,5,5.41,1200
30479,5,6,1.66,1200
30480,1,6,6.08,1300
30481,4,5,14.41,1200
30482,,,5,1200
30483,4,7,6.83,1100
30484,3,9,13.83,1200
30485,,,6.25,1200
30486,,,4.66,1200
30487,6,5,4.5,1200
30488,3,6,5.08,1300
30489,4,9,15,1200
30490,4,1,17.5,1200
30491,7,6,22.08,1200
30492,,,4.33,1300
30493,5,9,10.75,1200
30494,2,8,26.58,1300
30495,4,8,13.66,1200
30496,5,9,18.58,1200
30497,3,7,1.41,1200
30498,,,1.75,1300
30499,3,7,3.75,1200
30500,,,2.5,1200
30501,6,3,31.33,1200
30502,,,11.75,1200
30503,4,6,1.5,1200
30504,5,5,27.5,1200
30505,4,9,5.33,1200
30506,5,6,3.16,1300
30507,3,3,2,1200
30508,7,1,4.58,1100
30509,,,0.58,1200
30510,4,9,6.66,1200
30511,2,4,0.83,1200
30512,3,1,9.91,1100
30513,,,0.66,1300
30514,4,8,9.91,1200
30515,,4,0.75,1200
30516,,,14.16,1200
30517,4,1,2.41,1200
30518,,,5.08,1200
30519,3,6,15.5,1200
30520,4,7,6.91,1200
30521,3,6,10.66,1100
30522,7,5,36.58,1200
30523,7,4,23.75,1200
30524,,,0.41,1200
30525,5,6,14.5,1300
30526,4,7,21.41,1200
30527,,,17.5,1200
30528,,,4.08,1200
30529,5,,9.58,1200
30530,,,8.83,1100
30531,4,7,4,1200
30532,7,5,4.33,1200
30533,,,10.58,1200
30534,3,7,3.83,1200
30535,6,3,8.16,1200
30536,5,5,11,1200
30537,3,9,7.25,1200
30538,3,7,4.33,1200
30539,7,6,25.33,1200
30540,5,7,12.41,1200
30541,3,5,0.66,1300
30542,3,7,11.66,1200
30543,2,8,2,1200
30544,,,3.83,1100
30545,,,0.75,1300
30546,,,0.83,1200
30547,6,7,13.41,1200
30548,4,7,20.33,1200
30549,4,,4.41,1200
30550,2,6,2.33,1200
30551,3,3,2.08,1200
30552,2,6,8.16,1200
30553,,,0.5,1200
30554,5,5,13.16,1200
30555,,,7.41,1200
30556,4,4,23.16,1200
30557,7,3,31.08,1200
30558,2,5,7.5,1300
30559,5,1,12.41,1200
30560,4,5,3.16,1100
30561,6,,8.58,1200
30562,4,6,4.66,1200
30563,4,8,13.25,1200
30564,,,1.16,1200
30565,4,6,11.25,1200
30566,5,5,25.91,1200
30567,2,5,7.33,1200
30568,4,5,6.5,1200
30569,3,6,8.16,1300
30570,,,0.66,1200
30571,,,1.5,1300
30572,,,11.41,1200
30573,,,0.66,1200
30574,7,9,24.5,1200
30575,,,4.41,1200
30576,4,9,1.83,1300
30577,2,1,5.08,1200
30578,,,22.25,1200
30579,,,6.5,1100
30580,,,3.33,1200
30581,2,,29,1200
30582,4,3,12,1200
30583,3,3,5.41,1200
30584,,,9.41,1200
30585,3,4,5.25,1200
30586,2,6,7,1200
30587,,,8.75,1200
30588,3,7,15.08,1300
30589,3,6,26.5,1100
30590,4,9,19.25,1200
30591,,,17.16,1200
30592,4,1,5.33,1200
30593,,,6.5,1200
30594,,,25.25,1200
30595,3,,3.66,1200
30596,,,0.5,1300
30597,,,4.83,1100
30598,4,6,1.66,1200
30599,3,1,1.16,1200
30600,,,5.33,1100
30601,4,9,18.66,1200
30602,3,5,5.66,1200
30603,7,9,11,1200
30604,3,5,13.16,1200
30605,5,3,10.5,1200
30606,4,6,9,1200
30607,,,4.75,1200
30608,2,3,3.25,1200
30609,,,2.16,1200
30610,2,1,4.91,1300
30611,5,6,4.83,1200
30612,3,8,9.91,1100
30613,4,1,6.33,1300
30614,2,3,9.16,1200
30615,,,35.16,1200
30616,4,3,24.75,1200
30617,,,6.25,1200
30618,,2,3.33,1200
30619,4,7,3.5,1200
30620,6,5,29.91,1100
30621,,,4.75,1200
30622,,,7.25,1100
30623,2,6,2,1200
30624,5,1,34,1200
30625,,,2.08,1200
30626,,,5.83,1200
30627,3,5,9.5,1200
30628,4,9,14.16,1200
30629,4,6,7.66,1200
30630,5,9,25.33,1200
30631,4,6,21.66,1200
30632,2,6,3.16,1200
30633,4,7,16,1200
30634,,,0.41,1200
30635,3,3,3.5,1300
30636,3,8,4.66,1200
30637,5,5,25.91,1200
30638,4,1,3,1200
30639,4,6,3,1200
30640,5,9,16.41,1200
30641,1,3,2.66,1200
30642,,,3.5,1200
30643,,7,2.58,1200
30644,5,8,31.75,1200
30645,5,1,7.16,1200
30646,,,16.16,1300
30647,3,6,9.16,1200
30648,,,22.08,1300
30649,4,9,14.16,1200
30650,6,6,11,1200
30651,1,7,4.08,1200
30652,,,3.33,1100
30653,3,5,8.16,1200
30654,3,6,13.33,1200
30655,4,9,0.75,1200
30656,3,9,7.16,1200
30657,3,2,13.16,1200
30658,5,7,26.75,1200
30659,1,6,2.08,1200
30660,2,7,6.83,1200
30661,5,1,3.58,1100
30662,6,7,10.75,1200
30663,6,4,24.16,1200
30664,5,,15.41,1100
30665,5,6,17.41,1200
30666,5,3,11.5,1200
30667,5,7,8.08,1200
30668,3,7,9.25,1200
30669,7,1,13.08,1200
30670,,,7.16,1200
30671,3,1,1.66,1100
30672,,,3.16,1200
30673,3,6,2.75,1100
30674,4,3,0.5,1200
30675,,,6.41,1200
30676,,,5.58,1200
30677,4,9,4.75,1100
30678,6,3,2.25,1200
30679,3,9,16.08,1200
30680,5,9,13.5,1200
30681,,,11.58,1300
30682,,,25.16,1200
30683,5,3,20.58,1200
30684,5,6,27.16,1200
30685,3,1,11.66,1200
30686,5,6,11.91,1200
30687,,,1.33,1200
30688,,,12.58,1200
30689,5,4,30.66,1300
30690,2,6,2,1200
30691,4,6,7.58,1200
30692,5,,1.75,1200
30693,6,4,27.33,1200
30694,,,10.33,1200
30695,4,6,5.16,1200
30696,6,6,29.91,1200
30697,6,3,0.58,1200
30698,,,2.91,1200
30699,,,22.66,1100
30700,7,3,0.75,1200
30701,2,7,7.91,1200
30702,6,9,6.33,1200
30703,3,4,10.66,1300
30704,2,6,1.91,1200
30705,2,3,7.41,1200
30706,7,9,5.08,1200
30707,2,2,4.91,1200
30708,7,7,3.66,1200
30709,,,0.41,1200
30710,2,8,6.75,1200
30711,,,25.66,1200
30712,2,3,14.25,1200
30713,3,8,13.25,1200
30714,3,6,6.66,1100
30715,,,0.16,1100
30716,,,8.91,1100
30717,6,6,11.25,1200
30718,3,4,13.25,1200
30719,1,6,2.5,1200
30720,3,7,6.83,1300
30721,5,4,19.08,1300
30722,7,3,10.83,1200
30723,4,9,1.25,1200
30724,3,9,0.25,1200
30725,3,8,16.58,1200
30726,4,4,10.5,1200
30727,3,4,21.58,1300
30728,4,6,15.75,1100
30729,3,9,5.5,1300
30730,,,9.5,1200
30731,4,6,10.5,1200
30732,,,0.58,1100
30733,,,7.83,1200
30734,3,6,2.75,1200
30735,3,5,3.5,1200
30736,,,6.08,1200
30737,,,10.83,1200
30738,,,12.58,1200
30739,4,9,15.25,1200
30740,4,4,10.91,1200
30741,7,1,17.08,1200
30742,1,6,2.41,1200
30743,6,3,19.41,1300
30744,,,9.58,1200
30745,4,9,23.41,1200
30746,7,1,4.91,1300
30747,7,6,28.41,1200
30748,2,7,1.66,1200
30749,,,4.91,1200
30750,4,6,2.91,1200
30751,3,5,4.75,1200
30752,7,3,7.58,1200
30753,4,9,18.83,1200
30754,,,8.25,1200
30755,6,9,5.16,1200
30756,2,9,8.58,1200
30757,3,6,8.33,1100
30758,5,8,1.66,1200
30759,2,2,3.5,1200
30760,2,1,1.41,1200
30761,,,1.5,1100
30762,,,9.5,1200
30763,5,3,17.16,1200
30764,3,7,3.66,1200
30765,1,1,1.33,1100
30766,6,2,5.83,1300
30767,6,8,18,1200
30768,5,3,24.91,1200
30769,6,6,16.25,1200
30770,7,1,16.08,1200
30771,,2,3.5,1200
30772,,,6.58,1200
30773,,,0.83,1200
30774,,,1.41,1200
30775,3,6,13.08,1200
30776,3,6,12.58,1200
30777,,,0.91,1200
30778,,,24.91,1300
30779,2,1,1,1200
30780,3,6,13.66,1200
30781,,,0.41,1200
30782,2,6,6.75,1200
30783,3,5,18.16,1200
30784,6,1,13,1200
30785,3,3,5.41,1300
30786,6,6,27.91,1200
30787,,,2.5,1100
30788,7,6,13.58,1200
30789,5,6,13.5,1200
30790,,,1.16,1200
30791,4,6,12.16,1200
30792,4,4,21.33,1300
30793,3,1,10.83,1200
30794,,,18.33,1100
30795,3,5,10.41,1200
30796,6,5,12.16,1200
30797,,,4.66,1200
30798,7,3,1.58,1200
30799,,,1.5,1200
30800,,,0.25,1100
30801,,7,8.5,1200
30802,,8,3.83,1200
30803,7,1,0.58,1300
30804,3,3,3.66,1200
30805,2,5,6.08,1100
30806,,,8.16,1200
30807,,,7.83,1200
30808,4,6,4.5,1100
30809,6,6,11.33,1200
30810,,,2,1200
30811,,,1.66,1200
30812,3,9,6.33,1200
30813,4,6,5.58,1200
30814,3,4,14.66,1200
30815,3,3,4.25,1200
30816,,,15.33,1300
30817,4,7,19.41,1200
30818,,,9.08,1200
30819,,,4.75,1200
30820,5,7,6.5,1100
30821,,,9.41,1200
30822,,,2.41,1100
30823,3,9,2.75,1200
30824,2,7,6.83,1200
30825,4,4,0.5,1100
30826,1,7,7.33,1200
30827,5,9,8.75,1200
30828,7,6,10.08,1200
30829,7,6,18.91,1200
30830,4,9,22.25,1200
30831,3,7,15.75,1200
30832,3,6,19.5,1200
30833,7,6,4.16,1200
30834,7,6,5.08,1200
30835,3,7,13.83,1200
30836,4,6,2.66,1200
30837,5,6,10.41,1200
30838,2,6,1.66,1200
30839,6,9,9.66,1200
30840,2,4,7.58,1200
30841,2,1,7.58,1200
30842,,,1,1200
30843,,,2.16,1200
30844,5,7,19.5,1200
30845,,,5.08,1200
30846,5,5,30.08,1200
30847,,,4.83,1200
30848,2,6,4.91,1300
30849,3,3,25.83,1200
30850,,2,1.33,1100
30851,,,10.5,1200
30852,3,4,18.33,1200
30853,4,3,2.91,1100
30854,,,1.58,1200
30855,7,6,26.66,1200
30856,,,4.08,1200
30857,4,3,6.08,1200
30858,,,27.25,1200
30859,6,7,20.5,1200
30860,7,9,8.41,1200
30861,,,22.41,1200
30862,4,9,4.83,1200
30863,2,7,0.5,1200
30864,2,8,9.08,1200
30865,4,9,4,1200
30866,4,9,20.75,1200
30867,,,7.41,1300
30868,5,2,6.08,1300
30869,1,,0.41,1200
30870,7,7,4.75,1200
30871,3,4,3.5,1300
30872,,,22.33,1200
30873,4,7,23.41,1200
30874,5,9,17.16,1200
30875,,,9.41,1100
30876,,,7.5,1200
30877,,,6.16,1200
30878,5,8,4.33,1200
30879,2,1,15.25,1100
30880,2,6,5.41,1200
30881,3,6,17.08,1200
30882,4,7,14.25,1200
30883,3,1,4.25,1200
30884,7,4,22,1200
30885,6,5,5.83,1200
30886,6,3,1.75,1200
30887,4,5,16.41,1200
30888,,,11.91,1200
30889,5,7,19.16,1100
30890,7,7,17.08,1200
30891,3,6,5.41,1200
30892,,,0.75,1200
30893,2,,8,1200
30894,3,9,8.08,1200
30895,3,4,17.25,1200
30896,5,7,23.58,1200
30897,,,2.25,1200
30898,,,7.58,1300
30899,2,4,8.33,1200
30900,7,3,37.08,1300
30901,,,9.75,1100
30902,7,7,23.41,1200
30903,,,0.91,1300
30904,,,4.75,1200
30905,,,4.66,1200
30906,2,7,9.41,1200
30907,3,8,8.25,1200
30908,7,7,4.75,1200
30909,,,0.16,1200
30910,3,7,19.16,1200
30911,,,1.66,1200
30912,4,9,10.66,1200
30913,2,8,11.91,1200
30914,,,21.41,1300
30915,5,4,2.25,1200
30916,5,6,28.16,1200
30917,2,5,4.41,1200
30918,4,6,13.08,1200
30919,3,1,2.41,1300
30920,3,9,2.33,1200
30921,3,7,7.91,1200
30922,2,6,3.66,1200
30923,7,2,23.58,1200
30924,3,2,17.16,1200
30925,5,6,13.75,1100
30926,2,4,5.25,1200
30927,,,1.66,1200
30928,5,6,4.41,1100
30929,3,5,3.33,1200
30930,5,7,3.41,1200
30931,7,8,9.75,1300
30932,4,7,16,1200
30933,5,7,23.91,1200
30934,7,4,23.58,1200
30935,4,9,5.5,1200
30936,,,2.16,1200
30937,4,9,6.41,1200
30938,,,30.08,1200
30939,2,3,1.58,1200
30940,,,4.66,1200
30941,4,4,4,1200
30942,6,1,23.83,1200
30943,,1,0.5,1200
30944,2,9,0.91,1200
30945,7,1,10.58,1200
30946,,,3.91,1300
30947,3,2,5.91,1100
30948,5,9,21.66,1200
30949,3,8,6.08,1200
30950,,,4.41,1200
30951,4,5,16.91,1200
30952,4,6,5.5,1200
30953,,,1.75,1200
30954,4,6,12.33,1200
30955,4,5,14.5,1200
30956,7,6,37.25,1200
30957,3,1,1.83,1100
30958,,,1.66,1200
30959,,9,12.91,1200
30960,7,1,24.16,1100
30961,,,3.75,1200
30962,4,9,21.91,1200
30963,,,11.33,1300
30964,3,4,15.83,1200
30965,7,3,2.41,1300
30966,2,3,8,1200
30967,3,4,15.58,1200
30968,,,1.25,1200
30969,,,12.75,1200
30970,5,6,16.16,1200
30971,5,5,14.16,1200
30972,,,2.5,1300
30973,5,5,18.75,1200
30974,2,6,20,1200
30975,5,9,9.83,1200
30976,4,9,6.08,1200
30977,5,8,8.83,1200
30978,,,7.5,1200
30979,2,9,4.25,1200
30980,5,7,20.41,1200
30981,3,6,0.16,1200
30982,3,9,15.16,1200
30983,4,4,23.16,1200
30984,4,3,5.66,1200
30985,,,19.91,1100
30986,,1,0.5,1200
30987,7,2,17.75,1200
30988,5,6,11,1200
30989,3,4,14.75,1100
30990,5,3,9.08,1200
30991,3,6,6.66,1100
30992,3,1,4.5,1100
30993,5,6,10.41,1200
30994,4,4,0.41,1100
30995,3,3,7.33,1300
30996,3,,2.75,1200
30997,5,8,15.75,1200
30998,,,7.75,1300
30999,3,6,14.41,1200
31000,4,6,23.83,1200
31001,3,4,9.16,1200
31002,2,7,11.16,1200
31003,2,9,9.58,1200
31004,,,6.08,1200
31005,5,6,23.41,1200
31006,7,4,35.5,1200
31007,3,7,13,1300
31008,2,9,3.58,1200
31009,2,9,8.5,1200
31010,3,4,4.08,1200
31011,,,5.83,1200
31012,5,8,23.91,1200
31013,3,4,16.83,1200
31014,7,8,31.08,1200
31015,3,7,14.5,1200
31016,6,7,31.5,1200
31017,,,2.41,1200
31018,3,6,3.75,1200
31019,,,0.58,1200
31020,5,5,31.33,1200
31021,,,8.5,1200
31022,4,6,6.16,1200
31023,4,9,15.66,1200
31024,3,6,14.83,1200
31025,,,13.33,1200
31026,,,21.25,1300
31027,7,3,38.91,1200
31028,7,6,15.83,1200
31029,6,5,2.25,1200
31030,,,4.41,1300
31031,5,9,13.83,1200
31032,2,9,3.5,1200
31033,,,5.91,1200
31034,4,6,5.16,1200
31035,,,15.66,1200
31036,5,7,3.75,1200
31037,4,7,15.25,1200
31038,2,4,10,1200
31039,1,7,3.5,1200
31040,3,6,11.5,1200
31041,7,6,7.83,1200
31042,1,1,1.66,1300
31043,3,8,5.08,1200
31044,3,9,6.66,1200
31045,,,10.41,1200
31046,4,6,18.08,1200
31047,,,19.75,1300
31048,,,5.33,1300
31049,2,1,2.83,1100
31050,,,8.33,1200
31051,2,3,21.75,1200
31052,5,7,13.16,1200
31053,5,6,6.83,1200
31054,6,3,22,1300
31055,,,14.91,1200
31056,4,3,4.83,1100
31057,4,8,6.58,1200
31058,,,5.75,1100
31059,3,6,12.91,1300
31060,4,7,1.91,1200
31061,4,5,4.83,1200
31062,7,,10.25,1200
31063,,,5.5,1200
31064,6,3,12.16,1200
31065,7,5,15.41,1200
31066,1,1,0.66,1200
31067,4,3,4.5,1200
31068,,,0.83,1200
31069,,,4.08,1200
31070,,,5.75,1300
31071,,,13.08,1200
31072,2,6,1.25,1100
31073,2,7,8.16,1200
31074,7,6,8.5,1200
31075,2,7,10,1200
31076,5,7,7.83,1300
31077,,6,4.41,1200
31078,,,4.41,1200
31079,5,5,6,1200
31080,2,3,11.33,1200
31081,3,1,1.16,1100
31082,,9,4.33,1200
31083,7,6,28.41,1200
31084,3,4,14.66,1200
31085,,,6.66,1200
31086,2,1,8.33,1100
31087,,,12.83,1300
31088,,,3.08,1100
31089,,,24.5,1300
31090,4,6,27.41,1200
31091,5,3,6.5,1300
31092,2,6,7.08,1300
31093,2,6,7.33,1200
31094,,,1.41,1200
31095,,,7.16,1200
31096,3,8,23.66,1200
31097,4,8,22.83,1100
31098,7,8,9.58,1300
31099,4,9,19.25,1200
31100,2,2,1.66,1200
31101,4,6,13.41,1300
31102,3,5,15.16,1200
31103,,,0.91,1200
31104,5,7,15.75,1200
31105,7,9,21.41,1200
31106,3,9,0.58,1200
31107,,,1.66,1300
31108,4,3,3,1200
31109,6,3,8.91,1200
31110,6,7,10.75,1200
31111,2,6,11.41,1200
31112,6,5,22.08,1200
31113,7,3,13.33,1200
31114,3,1,1.25,1100
31115,6,3,22.41,1200
31116,2,3,7.08,1200
31117,4,5,13.41,1200
31118,3,9,11.66,1200
31119,,,11,1200
31120,4,4,2.58,1200
31121,4,9,19.25,1200
31122,,,3.41,1200
31123,4,9,10.16,1200
31124,,,6.83,1200
31125,3,4,5.33,1100
31126,,1,4.58,1200
31127,,,0.66,1200
31128,4,5,4.33,1100
31129,4,8,6.91,1200
31130,6,3,21.08,1300
31131,,7,20.75,1200
31132,5,1,33,1200
31133,,1,0.5,1100
31134,3,7,20.08,1200
31135,3,3,0.33,1200
31136,7,2,11.58,1100
31137,3,9,23.91,1200
31138,2,2,6.83,1200
31139,,,3.33,1200
31140,6,3,2.66,1200
31141,4,7,6.58,1200
31142,,6,15,1200
31143,3,7,3.33,1200
31144,,,7,1200
31145,3,8,10.16,1200
31146,3,9,4.91,1200
31147,5,3,4.25,1300
31148,6,6,6,1200
31149,6,3,11,1200
31150,4,7,28.33,1100
31151,,,5.33,1200
31152,4,7,10.25,1200
31153,,,6.91,1200
31154,4,4,7.58,1200
31155,3,7,6.75,1200
31156,,,1.58,1200
31157,,,18,1100
31158,6,9,15.16,1200
31159,3,7,8.25,1300
31160,7,,17.16,1200
31161,,,4.08,1200
31162,7,3,10,1200
31163,4,6,4.25,1200
31164,2,8,2.5,1200
31165,,,2.25,1200
31166,3,7,2.58,1200
31167,3,5,3.91,1200
31168,2,6,6.08,1200
31169,3,7,10.5,1200
31170,2,,4.33,1100
31171,4,7,3.91,1200
31172,6,6,2.33,1100
31173,3,3,14.83,1200
31174,,,28.41,1200
31175,4,5,7.58,1200
31176,3,9,16.5,1200
31177,3,6,24.66,1200
31178,,,3.91,1200
31179,7,3,31.83,1200
31180,5,6,39.08,1300
31181,7,7,29.41,1200
31182,,,4.91,1200
31183,4,9,5.83,1200
31184,3,5,1,1200
31185,,,6.83,1300
31186,3,3,7.16,1300
31187,3,,1.83,1200
31188,3,6,11.91,1200
31189,4,6,19.58,1300
31190,,,10.16,1200
31191,,,3.91,1200
31192,,,0.83,1200
31193,6,8,25,1200
31194,7,8,19.33,1300
31195,,4,6.33,1200
31196,,,24,1200
31197,7,2,18.75,1300
31198,,,2.5,1300
31199,,,6.58,1200
31200,4,5,5.16,1200
31201,6,2,4.33,1200
31202,2,5,0.41,1200
31203,2,6,4.08,1200
31204,,,2.41,1200
31205,2,3,7.08,1200
31206,6,1,19.16,1200
31207,3,5,12,1200
31208,1,8,7.91,1200
31209,4,2,11.25,1200
31210,3,2,0.41,1200
31211,4,6,23.58,1300
31212,3,9,12.75,1200
31213,,,0.25,1200
31214,7,7,13.33,1200
31215,7,1,35.91,1200
31216,4,9,3.08,1200
31217,2,6,3.66,1300
31218,5,8,35.08,1200
31219,7,2,11.58,1200
31220,5,6,7.58,1200
31221,4,9,19.33,1200
31222,3,3,1.08,1200
31223,3,3,8.5,1100
31224,,,20.08,1300
31225,3,9,7.33,1200
31226,,,1.41,1200
31227,4,7,4.75,1300
31228,3,,4.66,1200
31229,5,7,2.33,1200
31230,4,3,1.75,1100
31231,4,4,17.25,1200
31232,7,6,4.08,1100
31233,,,6.83,1300
31234,3,8,9.5,1200
31235,2,6,15.5,1200
31236,4,6,11.33,1200
31237,,,8,1200
31238,2,9,8.58,1200
31239,,7,5.66,1300
31240,3,4,11.5,1200
31241,7,1,7.83,1300
31242,3,6,6.08,1200
31243,2,7,4.25,1200
31244,,,28.75,1200
31245,4,3,13,1200
31246,2,6,7,1200
31247,,,28.5,1200
31248,2,3,6.66,1200
31249,4,9,9.58,1200
31250,4,7,28.66,1200
31251,2,8,7.66,1200
31252,4,5,4.5,1200
31253,,,2.5,1300
31254,2,6,5.5,1300
31255,5,3,2.5,1200
31256,,,11.08,1200
31257,5,4,20.83,1200
31258,,,24.83,1200
31259,2,9,9.58,1200
31260,4,2,7.83,1200
31261,,,2.41,1200
31262,,,4,1200
31263,,,2.33,1200
31264,4,8,6.08,1200
31265,7,6,16.41,1200
31266,4,8,11.41,1200
31267,7,1,17.25,1300
31268,4,8,26.66,1200
31269,3,6,9.16,1200
31270,4,9,17.5,1200
31271,5,9,6.5,1300
31272,2,1,2.5,1200
31273,,,1.5,1200
31274,3,9,4.16,1100
31275,3,5,15.66,1200
31276,7,1,16.41,1200
31277,5,3,9.33,1200
31278,,,4.66,1200
31279,2,6,5.91,1200
31280,7,6,28.66,1200
31281,5,6,31.16,1200
31282,2,8,5.41,1200
31283,,,2.91,1300
31284,,,16.83,1200
31285,6,3,3.66,1300
31286,4,6,19.58,1200
31287,1,1,2.25,1200
31288,4,6,2.5,1300
31289,4,8,7.25,1200
31290,2,8,11.66,1300
31291,5,9,7.08,1200
31292,5,7,7.58,1200
31293,2,2,2.75,1200
31294,4,8,12,1200
31295,4,5,6.41,1200
31296,6,4,10.66,1300
31297,3,7,22.08,1200
31298,5,6,19.08,1200
31299,,,7.25,1200
31300,7,1,17.08,1100
31301,,,7.58,1200
31302,3,6,17.08,1200
31303,3,4,0.25,1200
31304,4,6,21.58,1200
31305,4,6,0.83,1200
31306,,,0.58,1300
31307,3,6,8.83,1200
31308,,1,5.16,1200
31309,7,9,14.83,1200
31310,6,3,10.91,1300
31311,4,6,5.91,1200
31312,4,4,17.91,1300
31313,5,3,4.83,1100
31314,3,5,11.33,1200
31315,2,5,7.5,1200
31316,,,22.91,1300
31317,4,6,13.25,1200
31318,2,4,6.33,1200
31319,4,7,3.91,1200
31320,2,5,3.5,1200
31321,,,4.41,1200
31322,,,2.83,1200
31323,5,3,12.83,1200
31324,2,5,8.16,1300
31325,,,5,1200
31326,5,7,31.41,1200
31327,4,6,20.5,1200
31328,2,,7.16,1200
31329,4,5,1.91,1200
31330,6,7,28.66,1300
31331,4,7,20.08,1200
31332,6,6,30.91,1200
31333,1,2,4.25,1200
31334,2,1,3.58,1100
31335,7,3,10.75,1200
31336,3,3,11.25,1200
31337,,,7.16,1200
31338,3,7,3.08,1200
31339,3,5,6.91,1100
31340,2,3,13.16,1200
31341,,,3.83,1300
31342,,,29.58,1300
31343,5,9,3.08,1200
31344,,,3.41,1300
31345,4,6,23.33,1200
31346,,,10.66,1200
31347,2,7,4.83,1200
31348,3,3,0.16,1200
31349,,,9.91,1200
31350,4,3,11,1200
31351,4,2,2.25,1200
31352,1,6,1.75,1200
31353,5,8,20.91,1200
31354,2,9,0.41,1200
31355,3,8,10.25,1200
31356,,,10.83,1200
31357,3,2,7.25,1100
31358,4,5,10.83,1200
31359,5,5,28.5,1200
31360,3,6,2.91,1200
31361,4,6,5.75,1200
31362,4,7,6.83,1300
31363,4,7,4.75,1100
31364,5,3,1.5,1200
31365,2,6,6.66,1200
31366,7,6,1.41,1200
31367,2,,5.16,1300
31368,,6,8,1200
31369,3,7,4.91,1200
31370,6,6,5.66,1200
31371,2,3,1,1200
31372,5,1,7.33,1100
31373,5,7,13.66,1200
31374,3,3,9.41,1200
31375,3,1,10.66,1200
31376,3,,14.75,1200
31377,3,1,2.66,1200
31378,3,9,19.66,1200
31379,,,29.25,1100
31380,3,8,15.08,1200
31381,3,8,10.91,1200
31382,3,8,7.58,1200
31383,2,9,7.41,1200
31384,3,6,7.33,1300
31385,,,25.25,1200
31386,1,4,7.58,1100
31387,7,6,22.91,1300
31388,5,7,10.83,1300
31389,4,1,22.66,1300
31390,,,17.41,1200
31391,5,3,5.75,1100
31392,1,7,2.41,1200
31393,2,,1.5,1200
31394,4,7,12.66,1200
31395,2,9,5.66,1200
31396,3,9,15.66,1200
31397,3,5,6.83,1200
31398,3,4,0.16,1100
31399,6,9,15.41,1200
31400,,,30.83,1100
31401,2,9,4.66,1200
31402,4,4,0.91,1200
31403,,,0.58,1200
31404,4,7,13.91,1200
31405,2,1,4.83,1200
31406,,,1.5,1200
31407,1,6,4.25,1200
31408,2,3,6.91,1200
31409,3,5,4.91,1200
31410,3,9,5.41,1200
31411,,,2.75,1200
31412,,,7.5,1100
31413,,,3.75,1100
31414,3,1,7.33,1300
31415,7,3,13.25,1200
31416,5,4,34.33,1100
31417,5,3,3.33,1200
31418,,,29.75,1200
31419,,,10.91,1200
31420,3,9,9.75,1200
31421,2,3,3.75,1100
31422,4,9,9.16,1200
31423,7,1,15.58,1200
31424,,,30.08,1200
31425,1,7,1.25,1200
31426,5,4,6.41,1200
31427,,,6.66,1200
31428,5,7,10.75,1100
31429,6,1,22.41,1300
31430,,,16.08,1300
31431,6,9,23.75,1300
31432,5,4,4.83,1300
31433,4,6,2.41,1200
31434,4,9,2.75,1200
31435,3,6,10.83,1200
31436,3,9,1.66,1200
31437,6,5,25.33,1100
31438,1,7,4.25,1200
31439,6,4,32.91,1200
31440,,,1.33,1100
31441,7,5,13.41,1200
31442,4,3,4.5,1100
31443,2,9,5.5,1200
31444,,,22.25,1200
31445,4,,5.66,1200
31446,6,4,6.5,1200
31447,5,6,1.91,1200
31448,5,8,0.83,1200
31449,6,3,3.83,1300
31450,,,5.5,1200
31451,4,5,3.75,1300
31452,6,3,19.33,1200
31453,7,5,3.33,1200
31454,3,7,14.25,1200
31455,7,7,17.5,1200
31456,,,1,1300
31457,,,2.66,1200
31458,4,6,14.16,1200
31459,1,1,4.5,1300
31460,5,1,6.33,1200
31461,7,2,8.16,1200
31462,7,9,15.5,1200
